num_vertices,num_faces,bounding_box
691,1331,[0.29569895 0.82795684 1.        ]
1618,3220,[0.23094421 0.62420947 1.        ]
12515,25030,[0.35902737 0.84987789 1.        ]
1783,3526,[0.48466632 0.57736842 1.        ]
1614,3169,[0.32982737 0.88007368 1.        ]
1971,3888,[0.32685684 0.91079579 1.        ]
278,464,[1.         0.66602737 0.28595789]
3332,6328,[0.20675458 0.41801566 1.        ]
956,1908,[0.24181684 0.40866947 1.        ]
5169,10061,[0.26030316 0.53942526 1.        ]
3601,7083,[0.26881789 0.54579684 1.        ]
4195,8236,[0.26802947 0.52058842 1.        ]
1450,2888,[0.32936105 0.51246842 1.        ]
204,422,[1.         0.59568895 0.50095966]
2136,3688,[1.         0.86492822 0.44309289]
80,120,[1.         0.57278965 0.40544676]
3713,6676,[1.         0.94741888 0.73580718]
839,1648,[1.         0.59869798 0.47229221]
190,360,[1.         0.83708008 0.69514637]
122,216,[1.         0.64335316 0.62020858]
1042,2706,[0.99888218 1.         0.30113228]
2003,6267,[1.         0.99994572 0.37797558]
95,166,[1.         0.41839088 0.29259064]
189,334,[1.         0.60429259 0.29495008]
12460,25140,[1.         0.99457049 0.23286179]
180,340,[0.91315525 0.94332862 1.        ]
1245,2409,[0.95962941 1.         0.84243933]
7120,13672,[1.         0.58805136 0.57508758]
1768,3419,[1.         0.78966716 0.85509873]
512,960,[1.         0.55893263 0.58015371]
2973,8352,[0.99978411 1.         0.4056024 ]
1016,1996,[1.         0.91495207 0.89253882]
614,1052,[0.87583056 0.80083932 1.        ]
116,136,[1.         0.97843158 0.66666737]
72,121,[0.72144105 0.65681368 1.        ]
1005,1726,[1.         0.57446526 0.88344526]
48,92,[0.57453368 0.43753579 1.        ]
60,184,[0.91674316 1.         0.91355368]
2229,4413,[1.         0.36311789 0.44446947]
679,1206,[0.6875     0.58437474 1.        ]
68,88,[1.         0.34821474 0.42857158]
528,744,[1.         0.25137263 0.37840316]
44,52,[1.         0.67293263 0.99999579]
56,84,[1.         0.34352842 1.        ]
320,534,[0.90539158 1.         0.90539263]
276,556,[1.         0.375      0.50000211]
60,86,[1.         0.66666632 0.33333368]
598,1072,[1.         0.82608737 0.5331    ]
96,172,[1. 1. 1.]
996,2432,[1.         0.45985789 0.72262737]
340,616,[1.         0.69791684 0.33333368]
36,60,[1.     0.5625 0.5   ]
511,1018,[0.60453263 0.56847368 1.        ]
508,979,[1.         0.57201684 0.65873263]
190,360,[1.         0.34631053 0.57930105]
174,288,[1.         0.30552421 0.55557895]
184,292,[1.         0.93748421 0.57503789]
80,100,[1.         0.42331368 1.        ]
80,100,[1.         0.31748526 0.62500211]
144,160,[0.87499474 1.         0.87499474]
128,152,[1.         0.62343789 0.25000211]
288,348,[1.         0.37466    0.50000211]
190,360,[1.         0.75752211 0.76869789]
198,372,[1.         0.60124316 0.43352526]
128,152,[0.40100105 1.         0.40100105]
48,67,[1.    0.859 1.   ]
178,312,[0.74474947 0.34264316 1.        ]
158,214,[0.45885684 1.         0.45906947]
288,348,[1.         0.37466    0.50000211]
352,1136,[1.         0.54853053 0.77583789]
36,60,[1.  0.5 0.5]
104,188,[0.69393895 0.92412105 1.        ]
576,956,[1.         0.27705579 0.37367053]
40,60,[1.         0.64375053 0.5       ]
96,172,[1.         0.4        0.66666632]
78,124,[0.87473263 1.         0.92496842]
426,736,[1.         1.         0.68611158]
88,156,[1.         0.2758145  0.27581838]
1053,2008,[1.         0.24677751 0.2465239 ]
1508,2904,[1.         0.23957136 0.23846142]
3242,6348,[1.         0.3770759  0.32583182]
36,56,[1.         0.18553696 0.11957644]
1030,2048,[1.         0.17076958 0.16937054]
170,304,[1.         0.3106986  0.31226088]
1743,3910,[1.         0.17611517 0.15132896]
66,108,[1.         0.20049647 0.18779067]
2060,4064,[1.         0.26457701 0.26460438]
204,392,[1.         0.25850503 0.25409022]
12987,24466,[1.         0.21396733 0.203972  ]
876,1728,[1.         0.43401118 0.43490337]
161,224,[1.         0.17360251 0.17104086]
217,430,[1.         0.31362806 0.31203342]
6491,12970,[1.         0.19839838 0.18810635]
218,400,[1.         0.18277231 0.18261863]
1030,2048,[1.         0.1710688  0.17008079]
186,368,[1.         0.23303976 0.23175221]
7791,15346,[1.         0.21923714 0.23892193]
1040,2040,[0.95544876 0.99638521 1.        ]
12412,24720,[0.82640655 1.         0.92166814]
356,904,[0.86321382 0.9841365  1.        ]
371,604,[1.         0.81533954 0.96952536]
136,236,[0.99691143 1.         0.55973551]
355,551,[0.98878752 1.         0.7722728 ]
215,408,[1.         0.99989933 0.36126414]
13002,25984,[1.         0.77582488 0.45740584]
744,1468,[1.         0.98907884 0.46773312]
1706,3316,[1.         0.69064541 0.6779561 ]
1141,2262,[1.         0.95239363 0.985415  ]
772,1526,[1.         0.99850657 0.57595446]
1921,3600,[1.         0.998707   0.62915988]
2136,4256,[0.99943538 1.         0.57557796]
6647,13237,[0.93120801 1.         0.76764939]
828,1652,[1.         0.61459304 0.61408067]
1732,3436,[0.93611126 1.         0.96550859]
288,636,[0.98827937 1.         0.85721519]
1185,2330,[1.         0.90120184 0.8750052 ]
1740,3464,[1.         0.77141265 0.77374969]
1921,3600,[1.         0.46703053 1.        ]
54,88,[1.         0.5375     0.95105684]
201,366,[0.99938947 0.52760316 1.        ]
215,408,[1.         0.32771158 1.        ]
216,408,[0.99990211 0.57220211 1.        ]
218,408,[1.         0.80695263 1.        ]
201,366,[0.99939368 0.34701474 1.        ]
463,752,[1.         0.82071158 1.        ]
444,752,[1.         0.56584632 1.        ]
501,978,[0.64850632 1.         0.64850632]
54,88,[0.82758632 1.         0.78708105]
10889,20594,[1.         0.62653368 1.        ]
55,100,[1.         0.5625     0.95105684]
148,276,[1.         0.83147158 1.        ]
128,241,[0.89600316 1.         0.89598526]
72,140,[1.         0.77777789 1.        ]
422,840,[0.89447368 0.89656316 1.        ]
3682,6900,[1.         0.69087088 0.29794809]
1044,1872,[1.         0.82696735 0.247695  ]
422,684,[0.92054787 1.         0.28919078]
1404,2716,[1.         0.53556072 0.31770075]
1140,2068,[1.         0.90423754 0.24055085]
1874,3584,[1.         0.99967351 0.30500988]
1397,2806,[1.         0.96323258 0.21864633]
129,254,[1.         0.74410807 0.27007834]
872,1684,[1.         0.98815278 0.40441347]
71,106,[1.        0.989315  0.2497852]
5444,10712,[1.         0.84424967 0.16919446]
4684,5004,[1.         0.56004525 0.14583609]
4107,8126,[1.         0.88443613 0.22996932]
199,306,[0.91021678 1.         0.20003298]
3330,6260,[1.         0.94190464 0.53807537]
1192,2298,[1.         0.83500946 0.28687336]
241,400,[1.         0.99136656 0.16445516]
257,404,[1.         0.62471066 0.16465284]
2084,4162,[1.         0.51110869 0.2998005 ]
122,173,[1.         0.73371343 0.22746605]
200,324,[1.         0.84416947 0.18873263]
60,88,[0.80067263 1.         0.25055158]
1101,2098,[0.55368421 1.         0.25558421]
158,244,[0.66885579 1.         0.21054947]
128,192,[1.         0.67066    0.16184842]
184,300,[1.         0.79847368 0.18213474]
68,120,[0.85714316 1.         0.28571474]
104,228,[0.81081053 1.         0.27027053]
100,228,[0.76923053 1.         0.19230737]
96,204,[0.99923053 1.         0.17728316]
46,44,[1.         0.83333368 0.5       ]
64,96,[1.         0.80642632 0.40321368]
112,168,[1.         0.67748526 0.32271895]
48,28,[1.  0.5 0.1]
2556,4716,[0.68718105 1.         0.31296105]
56,84,[1.         0.80346842 0.28073579]
150,232,[1.         0.93223579 0.15985684]
544,1024,[0.46657474 1.         0.93424842]
289,362,[0.59504105 1.         0.19835053]
323,406,[0.5        1.         0.16666947]
255,318,[0.73469158 1.         0.24490211]
221,274,[0.95999474 1.         0.32000421]
112,180,[0.38181789 1.         0.18181789]
4202,4887,[1.         0.40783062 0.21795984]
2166,3816,[1.         0.23320121 0.32037367]
336,672,[1.         0.37782638 0.16565827]
13624,26994,[1.         0.30176343 0.24713409]
6122,10530,[1.         0.22947318 0.14331839]
6892,10781,[1.         0.37099248 0.1356926 ]
4205,4887,[1.         0.40912162 0.20643702]
18170,36405,[1.         0.32304812 0.37981137]
3769,5504,[1.         0.2139318  0.09890283]
21037,41981,[1.         0.18892711 0.22190347]
7537,14375,[1.         0.43722648 0.22662331]
1713,3374,[1.         0.20294019 0.13805635]
33376,65300,[1.         0.38857976 0.105983  ]
4200,4887,[1.         0.41126987 0.21076549]
40714,80272,[1.         0.3741818  0.18843826]
6122,10530,[1.         0.22832497 0.14422636]
4991,9542,[1.         0.41165484 0.26976795]
9227,18338,[1.         0.42373373 0.38473545]
124,200,[1.         0.17470878 0.09303649]
1952,3668,[1.         0.3910316  0.30600484]
757,1084,[1.         0.20498842 0.16484211]
817,1083,[1.         0.22617684 0.12772632]
749,1039,[1.         0.29122316 0.11303158]
774,1032,[1.         0.36011684 0.1199    ]
674,960,[1.         0.30896526 0.15967684]
573,822,[1.         0.24963684 0.09942   ]
926,1227,[1.         0.30343368 0.17939895]
600,1077,[0.47086316 0.26479789 1.        ]
4237,4887,[0.20437895 0.39844421 1.        ]
1704,3340,[0.13786211 0.19452211 1.        ]
658,930,[1.         0.27364316 0.10775158]
1309,2454,[1.         0.17683158 0.17146421]
428,848,[1.         0.25652632 0.10284105]
4230,5977,[1.         0.20727158 0.24965368]
3147,4116,[1.         0.42151158 0.22616737]
6859,12554,[0.14735053 0.29500632 1.        ]
6251,11722,[0.21738842 0.45717895 1.        ]
6122,10530,[1.         0.14200421 0.23117053]
3189,6000,[0.10197579 0.16219158 1.        ]
182,328,[0.16956526 1.         0.69130421]
330,660,[0.20936737 0.86768211 1.        ]
98,156,[0.22471895 0.86146105 1.        ]
775,1498,[0.16473158 1.         0.70153053]
776,1452,[0.60900211 1.         0.14062421]
7994,15870,[0.43693579 0.70099474 1.        ]
325,598,[0.64460737 0.83788526 1.        ]
314,576,[0.39730421 0.71694105 1.        ]
497,924,[0.90299368 1.         0.25801789]
2333,4485,[0.36862842 0.60245263 1.        ]
2509,4698,[1.         0.91145263 0.55769895]
331,531,[1.         0.67305789 0.41606316]
4892,9510,[0.68725158 0.51983053 1.        ]
12526,23024,[0.73018526 0.51410421 1.        ]
4916,9500,[0.55090316 0.52626526 1.        ]
629,1236,[1.         0.14647895 0.10253684]
2873,5534,[0.1776     0.33414842 1.        ]
6923,10583,[1.         0.21289684 0.13343368]
9736,18939,[0.15212211 0.19746211 1.        ]
574,1076,[0.14160737 0.28392947 1.        ]
467,684,[1.         0.21278737 0.16209789]
1724,3176,[0.10970947 0.27685263 1.        ]
145,270,[0.10253158 0.14647789 1.        ]
2511,3552,[1.         0.34243474 0.45069053]
221,217,[0.32695474 1.         0.04582737]
119,113,[0.33035579 1.         0.05319158]
231,299,[0.67973895 1.         0.09266316]
80,86,[0.42526316 1.         0.05005789]
50,78,[0.60147579 1.         0.06187158]
40,52,[0.30908842 1.         0.02104421]
4031,8034,[0.21785158 1.         0.03446842]
642,1021,[0.19393789 1.         0.02147789]
417,786,[0.13622526 1.         0.06212842]
360,708,[0.37112421 1.         0.02844   ]
6540,13032,[0.41222421 1.         0.03434842]
4492,8804,[1.         0.87130737 0.34979684]
3000,5896,[0.99525474 1.         0.35121789]
44,76,[1.         0.96561053 0.08337579]
760,1344,[0.82364421 1.         0.29680632]
48226,54489,[1.         0.43413396 0.39102268]
73440,53448,[1.         0.30193967 0.21556504]
4274,6932,[1.         0.33228468 0.33611393]
8334,16159,[1.         0.31617922 0.24737271]
8334,16194,[1.         0.30207581 0.22695619]
25720,38308,[1.         0.36318115 0.20338253]
680,1672,[1.         0.22488852 0.21622582]
49527,57938,[1.         0.18663025 0.16716267]
6372,10967,[1.         0.2300912  0.21602724]
51626,52041,[1.         0.33160988 0.26547157]
17506,26932,[1.         0.37878874 0.25422041]
17490,28622,[1.         0.34560495 0.23452953]
5516,10976,[1.         0.25107639 0.24960409]
2335,4363,[1.         0.24120312 0.22596998]
8301,12812,[1.         0.37761759 0.33268006]
31282,50113,[1.         0.51022493 0.35550915]
6983,16987,[1.         0.23179086 0.2279686 ]
37310,50778,[1.         0.33238785 0.23495314]
365,668,[1.         0.29626378 0.32584935]
3865,5942,[1.         0.21420105 0.20230008]
748,4485,[0.20158569 1.         0.07120712]
575,3444,[1.         0.19773096 0.07832541]
243,1407,[0.20320706 1.         0.07513193]
386,2499,[0.25777884 1.         0.06500859]
756,4812,[0.16072548 1.         0.09184175]
481,3021,[1.         0.85522895 0.33917333]
109,528,[1.         0.35142326 0.6161427 ]
72,363,[1.         0.16991056 0.0513971 ]
144,852,[0.19653123 0.093335   1.        ]
481,2697,[0.25454955 1.         0.12727477]
2132,12999,[1.         0.82404697 0.10166336]
144,918,[0.1911544  0.03730886 1.        ]
1848,10491,[1.         0.22915017 0.10191349]
556,3324,[0.59668336 1.         0.57743276]
173,966,[0.43599304 1.         0.14108138]
515,3282,[0.28476778 1.         0.27750309]
284,1623,[1.         0.93825124 0.90298666]
291,1647,[1.         0.17790184 0.05509765]
910,5448,[1.         0.21646397 0.14740564]
211,1014,[0.22060089 1.         0.08861522]
2124,4147,[0.48946105 1.         0.32748   ]
5724,11368,[1.         0.26822211 0.50513474]
7730,13354,[0.87816    1.         0.31895895]
1946,3301,[1.         0.62046842 0.69870316]
9664,32216,[1.         0.15050316 0.42035684]
1196,1989,[0.45233684 0.21646526 1.        ]
265,508,[0.46969684 0.34848526 1.        ]
2904,4231,[0.43664737 0.21852632 1.        ]
1038,2008,[0.85974316 0.20286316 1.        ]
13685,22912,[1.         0.20821579 0.73042105]
9018,18139,[0.87815895 1.         0.31895895]
718,1196,[1.         0.76362526 0.18527053]
568,1067,[0.47556526 1.         0.23214211]
31275,59739,[0.35346737 0.11770421 1.        ]
1004,1720,[1.         0.40037053 0.18517158]
1748,3401,[0.42895474 0.24335684 1.        ]
1558,2542,[0.41738947 0.20583684 1.        ]
3366,6344,[0.75979053 1.         0.17077158]
6098,11592,[0.46690211 1.         0.25478211]
8080,15507,[0.37677263 1.         0.14583053]
1694,3380,[0.84507053 0.40563368 1.        ]
467,944,[1.         0.15375263 0.24      ]
2059,3804,[1.         0.13265368 1.        ]
1018,1858,[0.99998632 0.09272842 1.        ]
11926,20996,[1.         0.38069368 1.        ]
14164,27965,[1.         0.44636947 1.        ]
7006,14044,[1.         0.27197789 1.        ]
8722,31296,[1.         0.22811474 1.        ]
3782,7365,[0.98025368 0.17916316 1.        ]
11132,20663,[1.         0.30315474 1.        ]
1707,3384,[1.         0.35412105 0.95448737]
2253,4275,[1.         0.46306423 0.13454525]
577,1014,[1.         0.2606494  0.04712039]
1546,2964,[1.         0.36733154 0.12660452]
6530,13256,[1.         0.3958999  0.21973952]
19423,38396,[1.         0.34464582 0.05138407]
11687,23060,[1.         0.23733016 0.16619055]
1349,2532,[1.         0.40151454 0.0645417 ]
760,1326,[1.         0.58962503 0.13249571]
17875,31606,[1.         0.27955382 0.19741542]
1272,2216,[1.         0.21374355 0.04373103]
1420,2708,[1.         0.39735117 0.08305615]
24710,49474,[1.         0.2635074  0.07864714]
1116,2180,[1.         0.82329494 0.10432286]
1596,3190,[1.         0.25556028 0.03573166]
1196,2437,[1.         0.38943742 0.06531983]
4939,8831,[1.         0.46965368 0.12943209]
1521,2916,[1.         0.32174799 0.07052592]
170,281,[1.         0.28821063 0.06552929]
182,294,[1.         0.423623   0.06461385]
451,785,[1.         0.21948867 0.05910463]
10936,21764,[1.        0.2065619 0.0566795]
10759,21800,[1.         0.35858863 0.05308233]
13257,26446,[1.         0.26560436 0.11756725]
186,344,[1.         0.20690418 0.0607584 ]
1143,2296,[1.         0.19439614 0.03608394]
5076,10136,[1.         0.34460552 0.06679106]
1429,2976,[1.         0.17146021 0.12095165]
15478,30816,[1.         0.08498657 0.05009157]
3084,6142,[1.         0.13758941 0.13841077]
6595,13168,[1.         0.21568767 0.05413241]
3971,7297,[1.         0.2631927  0.08567798]
5573,10922,[1.         0.17829056 0.04284988]
621,1238,[1.         0.42127198 0.10987718]
327,602,[1.         0.17821756 0.07699935]
176,648,[1.         0.13788735 0.03606869]
1091,3110,[1.         0.20319852 0.2032432 ]
3694,12652,[1.         0.15866521 0.07529739]
14621,29204,[1.         0.22256624 0.07151455]
2993,7470,[1.         0.08544721 0.03290015]
5856,11648,[1.         0.20404771 0.04266626]
800,1504,[0.45691684 1.         0.09187368]
1977,3938,[0.09908421 1.         0.36927789]
178,360,[0.90765158 1.         0.18719368]
180,368,[0.13710421 1.         0.13394316]
8583,16488,[0.09566526 1.         0.22274105]
3694,12652,[0.15866316 1.         0.07519474]
196,259,[0.09026421 1.         0.09929053]
2903,5667,[0.31612526 1.         0.08842105]
9880,19712,[0.07512105 0.25545263 1.        ]
5481,11609,[0.28659368 0.12039579 1.        ]
526,1036,[0.18792737 0.04218211 1.        ]
3949,7505,[0.27929263 1.         0.08655474]
557,1112,[0.18097895 0.18087474 1.        ]
800,1504,[0.41407474 1.         0.07656211]
960,1900,[0.02004947 0.29685263 1.        ]
1005,2000,[0.10376632 0.10376632 1.        ]
588,1100,[0.02711579 0.10088526 1.        ]
408,812,[0.03151053 0.06434421 1.        ]
7910,15768,[0.46428316 1.         0.07327053]
4325,8628,[0.25770211 1.         0.04269579]
6598,13168,[0.21557053 0.05413789 1.        ]
10936,21764,[0.20636105 0.05672421 1.        ]
9457,17701,[0.21444211 0.03221263 1.        ]
4890,9314,[1.         0.03315789 0.19369263]
1023,2000,[0.08338316 0.11926632 1.        ]
526,1036,[0.18792737 0.04218211 1.        ]
5481,11609,[0.28659368 0.12039579 1.        ]
4757,9573,[0.19555579 0.07441895 1.        ]
18888,37283,[0.14476842 0.03021263 1.        ]
361,710,[1.         0.18522947 0.04344632]
624,1228,[0.18320632 0.17307895 1.        ]
318,620,[0.13190526 1.         0.06695684]
275,530,[0.16463053 0.08334947 1.        ]
3963,7922,[0.68243811 0.09023212 1.        ]
4463,8922,[0.65053816 0.09002764 1.        ]
4794,9584,[0.69216363 0.09028382 1.        ]
5201,10398,[0.7201599  0.09062898 1.        ]
6198,12392,[0.78283821 0.09901119 1.        ]
4491,8978,[0.65604452 0.08990031 1.        ]
3804,7604,[0.661869   0.09113745 1.        ]
4284,8564,[1.         0.08871634 0.82771705]
4407,8810,[1.         0.08901903 0.79367086]
6104,12204,[0.92669853 0.09964715 1.        ]
4487,8970,[0.64924031 0.08984756 1.        ]
3906,7808,[0.66874655 0.09065332 1.        ]
5110,10216,[1.         0.09877404 0.91575976]
4478,8952,[0.65046199 0.09005166 1.        ]
3942,7880,[0.98932417 0.08931297 1.        ]
5202,10400,[0.79465921 0.09053227 1.        ]
5508,11012,[1.         0.09825511 0.85669816]
4478,8952,[0.68149742 0.09173794 1.        ]
4457,8910,[1.         0.09111005 0.93431496]
4298,8592,[1.         0.08981234 0.77368484]
302,600,[0.37863474 1.         0.06184947]
232,452,[0.22542947 1.         0.18528316]
135,262,[0.21450737 1.         0.03084632]
24,52,[0.18533368 1.         0.03333368]
199,330,[0.18266105 1.         0.04892737]
362,708,[0.26736211 1.         0.05136105]
1550,3092,[1.         0.26945684 0.07639053]
1902,4076,[1.         0.28531895 0.06039789]
1116,2199,[1.         0.29394526 0.08007053]
2186,3756,[1.         0.53445158 0.07885895]
1490,2891,[0.59094737 1.         0.13913579]
850,1687,[0.12813368 1.         0.38719474]
523,1038,[0.45292105 1.         0.14305053]
316,621,[0.42813053 1.         0.09835474]
2042,4076,[0.11558211 0.10555053 1.        ]
1340,2292,[0.09893579 1.         0.09893579]
1327,2266,[0.11415895 1.         0.11415895]
1155,2234,[0.10108316 1.         0.08754105]
1720,3424,[0.25888947 0.09358316 1.        ]
4129,8230,[0.75681158 1.         0.75687474]
3353,6594,[0.75161895 1.         0.73762211]
2354,4046,[0.47732947 1.         0.66221579]
4461,8017,[0.45099368 1.         0.33043895]
3185,6381,[0.54079895 1.         0.56940842]
4469,25020,[0.74800872 1.         0.47837999]
4274,33993,[1.         0.07813606 0.12557975]
7753,32214,[0.07111111 1.         0.10547885]
4886,36708,[0.32016513 1.         0.4406304 ]
1257,8559,[1.         0.15642904 0.22822314]
3012,16074,[1.         0.16155955 0.31359877]
5450,36372,[0.20248391 1.         0.26935887]
10979,68304,[0.14720631 1.         0.21651227]
7243,42255,[1.         0.22041026 0.26423673]
5913,37149,[1.         0.1869326  0.36104024]
5037,29523,[0.35597639 1.         0.5711932 ]
4390,25806,[0.19027107 1.         0.20127771]
454,3024,[0.13000109 1.         0.17698241]
5909,32868,[0.40439236 1.         0.36435093]
8721,43209,[0.13020878 1.         0.23981973]
6415,39822,[0.05242259 1.         0.06185587]
2424,13485,[0.14828984 1.         0.14570845]
8615,43260,[1.         0.07369417 0.09445854]
4521,26739,[0.29000316 1.         0.38037473]
13612,85308,[0.17450229 1.         0.31081836]
333,574,[0.19340211 0.36317368 1.        ]
1400,2568,[1.         0.39719579 0.37461579]
11299,22000,[0.1552     0.27158105 1.        ]
8239,16328,[0.17888211 0.26127474 1.        ]
309,573,[0.31428632 0.57142842 1.        ]
174,316,[1.         0.50847474 0.36979158]
5303,10241,[0.29189789 0.39374632 1.        ]
5520,10581,[0.29306316 0.37068316 1.        ]
4658,8999,[0.31886947 0.47172842 1.        ]
4400,7716,[0.25772842 0.42950421 1.        ]
42566,36512,[1.         0.39387944 0.37458939]
19248,10908,[1.         0.49259409 0.47946527]
49630,51077,[0.96557    1.         0.99655889]
58763,54644,[0.94262488 1.         0.98791639]
2783,3692,[1.         0.80716185 0.65443464]
12531,7366,[1.         0.98985343 0.76330838]
27500,41792,[1.         0.94752338 0.86795317]
36867,28551,[0.9620097  1.         0.72600914]
1936,1697,[1.         0.31183721 0.31084688]
28407,35761,[0.95058406 0.9520219  1.        ]
31668,18412,[1.         0.49842309 0.4778226 ]
23696,23680,[1.         0.81793548 0.82525165]
11385,4891,[1.         0.60261141 0.57847071]
36734,40642,[0.99576129 0.9248996  1.        ]
29924,29804,[1.         0.78296656 0.7339997 ]
21856,13758,[1.         0.54472417 0.54824824]
17948,25996,[0.88232638 1.         0.57175231]
52078,73042,[1.         0.51472294 0.51502371]
32363,46364,[0.9261121  1.         0.98372292]
29340,28868,[0.9032165  1.         0.97971244]
5410,4629,[0.58537053 1.         0.54291579]
334,692,[0.60212526 0.92539789 1.        ]
470,932,[0.79906737 1.         0.75144842]
2681,1800,[0.51781684 1.         0.53904316]
3007,1610,[0.54026526 1.         0.52091579]
1904,2042,[0.46572105 1.         0.36388211]
1058,1756,[0.77512211 1.         0.63333789]
1366,1892,[1.         0.87229789 0.92211158]
18418,17436,[0.92862211 1.         0.99461895]
1194,1134,[0.30495053 1.         0.42354842]
1086,1812,[0.97859474 0.71180737 1.        ]
1356,1296,[0.47594421 1.         0.54074421]
574,1112,[0.35536105 1.         0.64763263]
832,1471,[0.70893474 1.         0.72666   ]
724,696,[0.25944632 1.         0.39269368]
155,260,[0.28       1.         0.26629579]
82,140,[0.45569579 1.         0.43339263]
6247,6856,[0.31270632 1.         0.32452737]
170,264,[0.58247684 1.         0.56239895]
5482,10928,[1.         0.7006     0.77303368]
2457,3814,[0.56707053 1.         0.64556526]
337,638,[1.         0.76042947 0.95635579]
1197,1954,[0.89533368 1.         0.80866632]
1303,1445,[0.99019895 1.         0.97534526]
835,1376,[0.56928947 1.         0.56658211]
35,31,[0.41423895 1.         0.0036    ]
3441,3701,[0.93059158 0.88172632 1.        ]
480,2520,[1.         0.40449306 0.3290039 ]
6683,37098,[0.37868394 1.         0.41159873]
6939,38910,[0.33704328 1.         0.36328087]
5209,38331,[0.16400333 1.         0.24540849]
3644,21885,[1.         0.17601632 0.28892954]
4148,21741,[1.         0.19715975 0.27533506]
7853,47286,[0.25101608 1.         0.33977721]
8315,46152,[0.37239989 1.         0.43246499]
1162,6990,[1.         0.18312069 0.22328854]
5281,30009,[0.45102816 1.         0.46680637]
8955,54603,[0.17468621 1.         0.2662338 ]
4990,34089,[1.         0.16158661 0.21262117]
1419,9108,[1.         0.38654306 0.4629336 ]
3725,34776,[1.         0.12463538 0.20694799]
5427,32121,[0.22475892 1.         0.34686921]
6539,35157,[0.30729957 1.         0.40845912]
11749,69420,[0.32225091 1.         0.32268632]
5602,39495,[0.13068059 1.         0.21379836]
2530,15906,[1.         0.37052872 0.44900334]
13225,78354,[0.28358142 1.         0.37659956]
1445,3111,[0.21898421 0.35450737 1.        ]
12785,23350,[0.30729053 0.40844421 1.        ]
9614,18340,[0.16960211 0.25318211 1.        ]
1461,2788,[0.27641263 0.31364316 1.        ]
3780,7402,[0.41457579 0.45804842 1.        ]
47209,92176,[0.39179368 0.47138211 1.        ]
3519,7038,[1.         0.37360737 0.30861263]
7636,45843,[0.43537866 1.         0.64206617]
3622,30261,[1.         0.44104482 0.73432908]
2448,14064,[0.39221751 1.         0.44109147]
4409,23541,[0.36522518 1.         0.36905551]
2288,13668,[1.         0.58227865 0.45731524]
6898,39423,[0.39847939 1.         0.38322534]
6035,36387,[1.         0.45348624 0.54725864]
5492,32640,[1.         0.29208616 0.36641523]
6979,34398,[0.47209046 1.         0.62515307]
11914,72831,[0.44837194 1.         0.56544224]
7248,42048,[0.36081284 1.         0.43029305]
4657,33006,[0.29794851 1.         0.27954994]
7080,39882,[0.39712005 1.         0.42943754]
5231,31575,[1.         0.27942319 0.47928902]
5071,34131,[0.4139628  1.         0.42099548]
4918,37590,[0.33443374 1.         0.38947724]
2578,13452,[0.49491585 1.         0.48309145]
5246,30654,[1.         0.36815702 0.36300447]
4278,25308,[1.         0.56169273 0.55503501]
8850,45708,[0.36127073 1.         0.48335206]
176,348,[1. 1. 1.]
3128,6132,[0.39926211 0.34829789 1.        ]
1750,3121,[0.99541263 0.65836842 1.        ]
1296,2592,[0.49484947 1.         0.49487895]
240,480,[0.41881053 0.41881053 1.        ]
32,68,[0.62206    1.         0.52642737]
241,480,[0.64714105 1.         0.64714105]
176,320,[0.68330632 1.         0.68330632]
4578,9152,[0.5 0.5 1. ]
504,1008,[0.57537368 1.         0.57549579]
301,638,[1.         0.54161579 0.99956105]
2526,5004,[0.76662842 1.         0.76610526]
304,604,[0.95470105 0.81922211 1.        ]
312,1196,[0.91085579 1.         0.91126211]
296,572,[0.64973263 0.96167579 1.        ]
624,1196,[0.91085579 1.         0.91126   ]
1002,2000,[0.67796737 1.         0.67796737]
402,800,[1.         0.40485158 1.        ]
1002,2000,[0.67795579 1.         0.67795579]
529,1000,[1.         0.72561684 1.        ]
1529,8214,[0.36223489 1.         0.10737536]
3864,24384,[0.3524398 0.1904866 1.       ]
4066,29310,[1.         0.12390077 0.34019372]
2454,15021,[0.31766493 1.         0.18311103]
4315,27552,[0.35722055 0.10585088 1.        ]
1299,7410,[0.42239362 0.77951049 1.        ]
7435,48261,[0.33991396 1.         0.13868493]
1069,6219,[0.3187697  0.40549888 1.        ]
2841,14943,[0.33275962 0.40611784 1.        ]
2068,11481,[0.39786017 0.58717764 1.        ]
6831,43521,[1.         0.25504286 0.11298963]
3456,22923,[0.13498401 0.27703091 1.        ]
771,4653,[0.38604687 1.         0.07720937]
3971,25794,[0.32774841 0.29964182 1.        ]
2198,13341,[0.35371987 1.         0.07249885]
799,4173,[1.         0.43008387 0.32114627]
465,3018,[0.2576102  1.         0.11664068]
1959,12369,[0.34595369 1.         0.09647363]
7669,41214,[0.35254732 0.19659388 1.        ]
7350,46929,[0.30455927 0.21696971 1.        ]
648,1296,[0.99573474 1.         0.43478211]
1396,1816,[0.18833368 1.         0.99452   ]
720,1400,[1.         1.         0.09317579]
504,972,[0.22222316 1.         1.        ]
3783,7110,[0.54160947 1.         0.99995895]
413,700,[1.         1.         0.50219158]
794,1624,[1.         1.         0.40908947]
4352,7556,[1.         1.         0.47666632]
722,1422,[1.         0.93333368 0.93333368]
256,508,[1.         1.         0.18531053]
